WFOID,IPNID,scientificName,authorship,namePublishedin,Genus,nomenclaturalStatus,originalName,originalNameAuthor
wfo-4100006444,urn:lsid:ipni.org:names:77377040-1,Rhamnaceae,Jujuba,T.F.Grace,Bon Jard. 1788: 400. ,Jujuba,,,
wfo-1000088304,urn:lsid:ipni.org:names:77377041-1,Lamiaceae,Ajuga sect. Phleboanthe,(Tausch) Melnikov,Konspekt Fl. Vost. Evr. 2(1): 473. 2025 [30 Nov 2025] ,Ajuga,,Lamiaceae Phleboanthe Tausch,(Tausch)
wfo-1000088305,urn:lsid:ipni.org:names:77377042-1,Rhamnaceae,Jujuba silvestris,,Bon Jard. 1788: 400. ,Jujuba,,,
wfo-4100006445,urn:lsid:ipni.org:names:77377043-1,Campanulaceae,Callicodon,"Melnikov, Sennikov & Val.N.Tikhom.",Konspekt Fl. Vost. Evr. 2(1): 500. 2025 [30 Nov 2025] ,Callicodon,,,
wfo-1000088306,urn:lsid:ipni.org:names:77377044-1,Campanulaceae,Callicodon altaica,"(Ledeb.) Melnikov, Sennikov & Val.N.Tikhom.",Konspekt Fl. Vost. Evr. 2(1): 501. 2025 [30 Nov 2025] ,Callicodon,,Campanulaceae Campanula altaica Ledeb.,(Ledeb.)
wfo-1000088307,urn:lsid:ipni.org:names:77377045-1,Campanulaceae,Callicodon stevenii,"(M.Bieb.) Melnikov, Sennikov & Val.N.Tikhom.",Konspekt Fl. Vost. Evr. 2(1): 500. 2025 [30 Nov 2025] ,Callicodon,,Campanulaceae Campanula stevenii M.Bieb.,(M.Bieb.)
wfo-1000088308,urn:lsid:ipni.org:names:77377046-1,Campanulaceae,Callicodon persicifolia,"(L.) Melnikov, Sennikov & Val.N.Tikhom.",Konspekt Fl. Vost. Evr. 2(1): 500. 2025 [30 Nov 2025] ,Callicodon,,Campanulaceae Campanula persicifolia L.,(L.)
wfo-1200117042,urn:lsid:ipni.org:names:77377049-1,Cornaceae,Cynoxylon kousa subsp. chinense,(L.) Dzhus,Konspekt Fl. Vost. Evr. 2(1): 101. 2025 [30 Nov 2025] ,Cynoxylon,,Cornaceae Cornus kousa Bürger ex Hance var. chinensis Osborn,(L.)
wfo-1000088309,urn:lsid:ipni.org:names:77377052-1,Elaeagnaceae,Elaeagnus sect. Multiflorae,Melnikov,Konspekt Fl. Vost. Evr. 2(1): 193. 2025 [30 Nov 2025] ,Elaeagnus,,,
wfo-1000088310,urn:lsid:ipni.org:names:77377053-1,Bromeliaceae,Tillandsia digitatispicata,Gouda,Phytotaxa 742(3): 217. 2026 [24 Feb 2026] ,Tillandsia,,,
wfo-1000088312,urn:lsid:ipni.org:names:77377055-1,Bromeliaceae,Tillandsia luteoviridispica,Gouda,Phytotaxa 742(3): 221. 2026 [24 Feb 2026] ,Tillandsia,,,
wfo-1200117043,urn:lsid:ipni.org:names:77377056-1,Lythraceae,Salicaria spicata var. tomentosa,(Mill.) Val.N.Tikhom.,Konspekt Fl. Vost. Evr. 2(1): 19. 2025 [30 Nov 2025] ,Salicaria,,Lythraceae Lythrum tomentosum Mill.,(Mill.)
wfo-1000088313,urn:lsid:ipni.org:names:77377057-1,Lythraceae,Salicaria intermedia,(Fisch. ex Colla) Val.N.Tikhom.,Konspekt Fl. Vost. Evr. 2(1): 19. 2025 [30 Nov 2025] ,Salicaria,,Lythraceae Lythrum intermedium Fisch. ex Colla,(Fisch. ex Colla)
wfo-1000088314,urn:lsid:ipni.org:names:77377058-1,Lythraceae,Salicaria scabra,(Simonk.) Val.N.Tikhom.,Konspekt Fl. Vost. Evr. 2(1): 19. 2025 [30 Nov 2025] ,Salicaria,,Lythraceae Lythrum × scabrum Simonk.,(Simonk.)
wfo-1000088315,urn:lsid:ipni.org:names:77377059-1,Euphorbiaceae,Nymphanthus vietnamensis,"T.A.Le, Tak.Yamam. & Tagane",Phytotaxa 742(3): 237. 2026 [24 Feb 2026] ,Nymphanthus,,,
wfo-1000088490,urn:lsid:ipni.org:names:77377060-1,Asclepiadaceae,Cynanchum intermedium,(Taliev) Klokov & C.S.Lavrenko,Chervonyj Shljakh 1924(7): 14. ,Cynanchum,nom. illeg. later homonym,Asclepiadaceae Vincetoxicum intermedium Taliev,(Taliev)
wfo-1000088491,urn:lsid:ipni.org:names:77377062-1,Onagraceae,Ludwigia subgen. Isnardia,(L.) Tzvelev,Konspekt Fl. Vost. Evr. 2(1): 24. 2025 [30 Nov 2025] ,Ludwigia,,Onagraceae Isnardia L.,(L.)
wfo-1200117044,urn:lsid:ipni.org:names:77377063-1,Trapaceae,Trapa laevis var. pseudorossica,(V.N.Vassil.) Val.N.Tikhom.,Konspekt Fl. Vost. Evr. 2(1): 47. 2025 [30 Nov 2025] ,Trapa,,Trapaceae Trapa pseudorossica V.N.Vassil.,(V.N.Vassil.)
wfo-1200117045,urn:lsid:ipni.org:names:77377064-1,Trapaceae,Trapa verbanensis var. tanaitica,(Flerow) Val.N.Tikhom.,Konspekt Fl. Vost. Evr. 2(1): 48. 2025 [30 Nov 2025] ,Trapa,,Trapaceae Trapa caucasica Flerow var. tanaitica Flerow,(Flerow)
wfo-1200117047,urn:lsid:ipni.org:names:77377070-1,Scrophulariaceae,Phelipanche brassicae var. terentjevii,(Novopokr.) Uhlich & Rätzel,Konspekt Fl. Vost. Evr. 2(1): 338. 2025 [30 Nov 2025] ,Phelipanche,,Scrophulariaceae Orobanche brassicae (Novopokr.) Novopokr. var. terentjevii Novopokr.,(Novopokr.)
wfo-1000088318,urn:lsid:ipni.org:names:77377071-1,Scrophulariaceae,Phelipanche emarginata,(Reut.) Rätzel & Uhlich,Konspekt Fl. Vost. Evr. 2(1): 338. 2025 [30 Nov 2025] ,Phelipanche,,Scrophulariaceae Phelypaea emarginata Reut.,(Reut.)
wfo-1200117050,urn:lsid:ipni.org:names:77377074-1,Scrophulariaceae,Phelipanche emarginata var. zosimii,(M.J.Y.Foley) Rätzel & Uhlich,Konspekt Fl. Vost. Evr. 2(1): 339. 2025 [30 Nov 2025] ,Phelipanche,,Scrophulariaceae Orobanche hirtiflora (Reut.) Tzvelev subsp. zosimii M.J.Y.Foley,(M.J.Y.Foley)
wfo-1200117051,urn:lsid:ipni.org:names:77377076-1,Scrophulariaceae,Orobanche arenaria var. subramosa,Noulet,Fl. Bass. Sous-Pyrén. 489. 1837 ,Orobanche,,,
wfo-1200117052,urn:lsid:ipni.org:names:77377077-1,Scrophulariaceae,Phelipanche arenaria var. subramosa,(Noulet) Uhlich & Rätzel,Konspekt Fl. Vost. Evr. 2(1): 340. 2025 [30 Nov 2025] ,Phelipanche,,Scrophulariaceae Orobanche arenaria Borkh. var. subramosa Noulet,(Noulet)
wfo-1000088319,urn:lsid:ipni.org:names:77377080-1,Campanulaceae,Decaprisma carpatica,"(Jacq.) Melnikov, Sennikov & Val.N.Tikhom.",Konspekt Fl. Vost. Evr. 2(1): 503. 2025 [30 Nov 2025] ,Decaprisma,,Campanulaceae Campanula carpatica Jacq.,(Jacq.)
wfo-1000088320,urn:lsid:ipni.org:names:77377081-1,Campanulaceae,Decaprisma rotundifolia,"(L.) Melnikov, Sennikov & Val.N.Tikhom.",Konspekt Fl. Vost. Evr. 2(1): 504. 2025 [30 Nov 2025] ,Decaprisma,,Campanulaceae Campanula rotundifolia L.,(L.)
wfo-1000088321,urn:lsid:ipni.org:names:77377082-1,Campanulaceae,Decaprisma giesekeana,"(Vest) Melnikov, Sennikov & Val.N.Tikhom.","Konspekt Fl. Vost. Evr. 2(1): 504. 2025 [30 Nov 2025] , as 'giesekiana'",Decaprisma,,Campanulaceae Campanula gieseckeana Vest,(Vest)
wfo-1000088322,urn:lsid:ipni.org:names:77377083-1,Campanulaceae,Decaprisma groenlandica,"(Berl.) Melnikov, Sennikov & Val.N.Tikhom.",Konspekt Fl. Vost. Evr. 2(1): 504. 2025 [30 Nov 2025] ,Decaprisma,,Campanulaceae Campanula groenlandica Berl.,(Berl.)
wfo-1000088323,urn:lsid:ipni.org:names:77377084-1,Campanulaceae,Decaprisma moravica,"(Spitzn.) Melnikov, Sennikov & Val.N.Tikhom.",Konspekt Fl. Vost. Evr. 2(1): 504. 2025 [30 Nov 2025] ,Decaprisma,,Campanulaceae Campanula rotundifolia L. var. moravica Spitzn.,(Spitzn.)
wfo-1000088324,urn:lsid:ipni.org:names:77377085-1,Campanulaceae,Decaprisma kladniana,"(Schur) Melnikov, Sennikov & Val.N.Tikhom.",Konspekt Fl. Vost. Evr. 2(1): 505. 2025 [30 Nov 2025] ,Decaprisma,,Campanulaceae Campanula scheuchzeri G.Lodd. var. kladniana Schur,(Schur)
wfo-1000088325,urn:lsid:ipni.org:names:77377086-1,Campanulaceae,Decaprisma tatrae,"(Borbás) Melnikov, Sennikov & Val.N.Tikhom.",Konspekt Fl. Vost. Evr. 2(1): 505. 2025 [30 Nov 2025] ,Decaprisma,,Campanulaceae Campanula tatrae Borbás,(Borbás)
wfo-1000088326,urn:lsid:ipni.org:names:77377087-1,Campanulaceae,Decaprisma cochleariifolia,"(Lam.) Melnikov, Sennikov & Val.N.Tikhom.",Konspekt Fl. Vost. Evr. 2(1): 505. 2025 [30 Nov 2025] ,Decaprisma,,Campanulaceae Campanula cochleariifolia Lam.,(Lam.)
wfo-1000088327,urn:lsid:ipni.org:names:77377088-1,Campanulaceae,Decaprisma serrata,"(Kit. ex Schult.) Melnikov, Sennikov & Val.N.Tikhom.",Konspekt Fl. Vost. Evr. 2(1): 505. 2025 [30 Nov 2025] ,Decaprisma,,Santalaceae Thesium serratum Kit. ex Schult.,(Kit. ex Schult.)
wfo-1000088328,urn:lsid:ipni.org:names:77377089-1,Lamiaceae,Dracocephalum subgen. Hyssopus,(L.) Melnikov,Konspekt Fl. Vost. Evr. 2(1): 468. 2025 [30 Nov 2025] ,Dracocephalum,,Lamiaceae Hyssopus L.,(L.)
wfo-1000088504,urn:lsid:ipni.org:names:77377092-1,Lamiaceae,Dracocephalum sect. Hyssopus,(L.) Melnikov,Konspekt Fl. Vost. Evr. 2(1): 468. 2025 [30 Nov 2025] ,Dracocephalum,,Lamiaceae Hyssopus L.,(L.)
wfo-1000088493,urn:lsid:ipni.org:names:77377093-1,Lamiaceae,Dracocephalum sect. Ruyschiana,(Mill.) Melnikov,Konspekt Fl. Vost. Evr. 2(1): 467. 2025 [30 Nov 2025] ,Dracocephalum,,Lamiaceae Ruyschiana Mill.,(Mill.)
wfo-1000088331,urn:lsid:ipni.org:names:77377094-1,Lamiaceae,Dracocephalum cretaceum,(Dubj.) Melnikov,Konspekt Fl. Vost. Evr. 2(1): 469. 2025 [30 Nov 2025] ,Dracocephalum,,Lamiaceae Hyssopus cretaceus Dubj.,(Dubj.)
wfo-1200117053,urn:lsid:ipni.org:names:77377100-1,Scrophulariaceae,Phelipanche purpurea var. pareysi,(Beck) Uhlich & Rätzel,Konspekt Fl. Vost. Evr. 2(1): 343. 2025 [30 Nov 2025] ,Phelipanche,,Scrophulariaceae Orobanche pareysi Beck,(Beck)
wfo-1200117054,urn:lsid:ipni.org:names:77377102-1,Scrophulariaceae,Orobanche coerulescens var. cristata,(Beck) Rätzel & Uhlich,Konspekt Fl. Vost. Evr. 2(1): 345. 2025 [30 Nov 2025] ,Orobanche,,Scrophulariaceae Orobanche coerulescens Stephan ex Willd. f. cristata Beck,(Beck)
wfo-1200117085,urn:lsid:ipni.org:names:77377104-1,Lamiaceae,Lycopus europaeus var. mollis,(A.Kern.) Melnikov,Konspekt Fl. Vost. Evr. 2(1): 414. 2025 [30 Nov 2025] ,Lycopus,isonym,Lamiaceae Lycopus mollis A.Kern.,(A.Kern.)
wfo-1200117055,urn:lsid:ipni.org:names:77377116-1,Lamiaceae,Thymus marschallianus var. stepposus,(Klokov & Desj.-Shost.) Knjaz.,Konspekt Fl. Vost. Evr. 2(1): 442. 2025 [30 Nov 2025] ,Thymus,isonym,Lamiaceae Thymus stepposus Klokov & Desj.-Shost.,(Klokov & Desj.-Shost.)
wfo-1200117086,urn:lsid:ipni.org:names:77377124-1,Lamiaceae,Thymus nothosubsect. Alterniicillati,Knjaz.,Konspekt Fl. Vost. Evr. 2(1): 443. 2025 [30 Nov 2025] ,Thymus,,,
wfo-1200117087,urn:lsid:ipni.org:names:77377127-1,Lamiaceae,Thymus nothosubsect. Serpyllinantes,Knjaz.,Konspekt Fl. Vost. Evr. 2(1): 444. 2025 [30 Nov 2025] ,Thymus,,,
wfo-1200117056,urn:lsid:ipni.org:names:77377148-1,Lamiaceae,Ziziphora acinos var. villosa,(Pers.) Melnikov,Konspekt Fl. Vost. Evr. 2(1): 461. 2025 [30 Nov 2025] ,Ziziphora,,Lamiaceae Acinos villosus Pers.,(Pers.)
wfo-1200117057,urn:lsid:ipni.org:names:77377149-1,Lamiaceae,Ziziphora rotundifolia f. schizodonta,(Klokov) Melnikov,Konspekt Fl. Vost. Evr. 2(1): 461. 2025 [30 Nov 2025] ,Ziziphora,,Lamiaceae Acinos schizodontus Klokov,(Klokov)
wfo-1200117058,urn:lsid:ipni.org:names:77377151-1,Lamiaceae,Ziziphora rotundifolia var. fominii,(Shost.-Desj.) Melnikov,Konspekt Fl. Vost. Evr. 2(1): 461. 2025 [30 Nov 2025] ,Ziziphora,,Lamiaceae Acinos fominii Shost.-Desj.,(Shost.-Desj.)
wfo-0001330839,urn:lsid:ipni.org:names:77377153-1,Lamiaceae,Ziziphora subcrispa,(Klokov) Melnikov,Konspekt Fl. Vost. Evr. 2(1): 461. 2025 [30 Nov 2025] ,Ziziphora,isonym,Lamiaceae Acinos subcrispus Klokov,(Klokov)
wfo-1200117059,urn:lsid:ipni.org:names:77377154-1,Lamiaceae,Ziziphora subcrispa f. infecta,(Klokov) Melnikov,Konspekt Fl. Vost. Evr. 2(1): 462. 2025 [30 Nov 2025] ,Ziziphora,,Lamiaceae Acinos infectus Klokov,(Klokov)
wfo-1000088384,urn:lsid:ipni.org:names:77377164-1,Grammitidaceae,Grammitis angustissima,A.Rojas,Actual. Biol. 35(98): 6. 2013 ,Grammitis,,,
wfo-1000088385,urn:lsid:ipni.org:names:77377165-1,Grammitidaceae,Grammitis roraimensis,A.Rojas,Actual. Biol. 35(98): 8. 2013 ,Grammitis,,,
wfo-1000088494,urn:lsid:ipni.org:names:77377166-1,Grammitidaceae,Grammitis spathulata,A.Rojas,Actual. Biol. 35(98): 8. 2013 ,Grammitis,,,
wfo-1000088386,urn:lsid:ipni.org:names:77377167-1,Grammitidaceae,Grammitis undulata,A.Rojas,Actual. Biol. 35(98): 9. 2013 ,Grammitis,,,
wfo-1200117060,urn:lsid:ipni.org:names:77377169-1,Violaceae,Viola collina var. decliva,(Du Moulin) Prantl,"Exkurs.-Fl. Bayern 247. 1884 , as 'declivis'",Viola,,Violaceae Viola decliva Du Moulin,(Du Moulin)
wfo-1000088390,urn:lsid:ipni.org:names:77377175-1,Piperaceae,Manekia betancurii,Silva-Sierra & Callejas,Actual. Biol. 39(107): 34. 2017 [12 Dec 2017] ,Manekia,,,
wfo-1200117063,urn:lsid:ipni.org:names:77377211-1,Piperaceae,Piper caninum var. lanatum,(Roxb.) Hook.f.,"Fl. Brit. India 5(fasc. 13): 82. 1886 , as 'lanata'",Piper,,Piperaceae Piper lanatum Roxb.,(Roxb.)
wfo-1000088426,urn:lsid:ipni.org:names:77377217-1,Bromeliaceae,Tillandsia viridispica,Manzan. & W.Till,J. Bromeliad Soc. 75(1): 35. 2025 [Jan-Mar 2025] ,Tillandsia,,,
wfo-1000088427,urn:lsid:ipni.org:names:77377218-1,Bromeliaceae,Tillandsia freirei,Manzan. & W.Till,J. Bromeliad Soc. 75(1): 37. 2025 [Jan-Mar 2025] ,Tillandsia,,,
wfo-1000088428,urn:lsid:ipni.org:names:77377219-1,Euphorbiaceae,Cnidoscolus asplundii,Fern.Casas & Gonz.-Barros,Fontqueria 57(49): 201. 2025 [15 Nov 2025] ,Cnidoscolus,,,
wfo-1000088429,urn:lsid:ipni.org:names:77377221-1,Euphorbiaceae,Cnidoscolus cordeiroae,Fern.Casas & Gonz.-Barros,Fontqueria 57(50): 213. 2025 [16 Nov 2025] ,Cnidoscolus,,,
wfo-4100006448,urn:lsid:ipni.org:names:77377224-1,Rosaceae,× Chamaelundia,B.Bock,Bull. Soc. Bot. Centre-Ouest 56: 88. 2026 [2025 publ. Jan 2026] ,Chamaelundia,,,
wfo-1000088430,urn:lsid:ipni.org:names:77377225-1,Rosaceae,× Chamaelundia hostii,(Jacq. ex Host) B.Bock,Bull. Soc. Bot. Centre-Ouest 56: 88. 2026 [2025 publ. Jan 2026] ,Chamaelundia,,Rosaceae Aria hostii Jacq. ex Host,(Jacq. ex Host)
wfo-4100006449,urn:lsid:ipni.org:names:77377226-1,Rosaceae,× Hedisorbus,B.Bock,Bull. Soc. Bot. Centre-Ouest 56: 88. 2026 [2025 publ. Jan 2026] ,Hedisorbus,,,
wfo-0001008013,urn:lsid:ipni.org:names:77377227-1,Rosaceae,Sorbus dacica,Borbás,Oesterr. Bot. Z. 37: 404. 1887 ,Sorbus,nom. illeg. nom. superfl.,,
wfo-1000088431,urn:lsid:ipni.org:names:77377228-1,Rosaceae,× Hedisorbus dacica,B.Bock,Bull. Soc. Bot. Centre-Ouest 56: 88. 2026 [2025 publ. Jan 2026] ,Hedisorbus,nom. illeg. nom. superfl.,,
wfo-1000088500,urn:lsid:ipni.org:names:77377229-1,Liliaceae,Lilium wardii,Stapf ex Stern,J. Roy. Hort. Soc. 57: 291. 1932 [Sep 1932] ,Lilium,,,
wfo-4100006450,urn:lsid:ipni.org:names:77377231-1,Campanulaceae,Rosomala,D.Y.Hong & B.B.Liu,Pl. Diversity 47(4): 587. 2025 [27 May 2025] ,Rosomala,,,
wfo-1000088432,urn:lsid:ipni.org:names:77377232-1,Campanulaceae,Rosomala aristata,(Wall.) D.Y.Hong & B.B.Liu,Pl. Diversity 47(4): 589. 2025 [27 May 2025] ,Rosomala,,Campanulaceae Campanula aristata Wall.,(Wall.)
wfo-1000088433,urn:lsid:ipni.org:names:77377233-1,Campanulaceae,Rosomala calcicola,(W.W.Sm.) D.Y.Hong & B.B.Liu,Pl. Diversity 47(4): 589. 2025 [27 May 2025] ,Rosomala,,Campanulaceae Campanula calcicola W.W.Sm.,(W.W.Sm.)
wfo-1000088434,urn:lsid:ipni.org:names:77377234-1,Campanulaceae,Rosomala chrysosplenifolia,(Franch.) D.Y.Hong & B.B.Liu,Pl. Diversity 47(4): 589. 2025 [27 May 2025] ,Rosomala,,Campanulaceae Campanula chrysosplenifolia Franch.,(Franch.)
wfo-1000088435,urn:lsid:ipni.org:names:77377235-1,Campanulaceae,Rosomala crenulata,(Franch.) D.Y.Hong & B.B.Liu,Pl. Diversity 47(4): 589. 2025 [27 May 2025] ,Rosomala,,Campanulaceae Campanula crenulata Franch.,(Franch.)
wfo-1000088436,urn:lsid:ipni.org:names:77377236-1,Campanulaceae,Rosomala immodesta,(Lammers) D.Y.Hong & B.B.Liu,Pl. Diversity 47(4): 589. 2025 [27 May 2025] ,Rosomala,,Campanulaceae Campanula immodesta Lammers,(Lammers)
wfo-1200117064,urn:lsid:ipni.org:names:77377237-1,Campanulaceae,Hyssaria lehmanniana subsp. pseudohissarica,(Kamelin ex Rassulova) D.Y.Hong & B.B.Liu,Pl. Diversity 47(4): 589. 2025 [27 May 2025] ,Hyssaria,,Campanulaceae Campanula lehmanniana Bunge subsp. pseudohissarica Kamelin ex Rassulova,(Kamelin ex Rassulova)
wfo-4100006451,urn:lsid:ipni.org:names:77377238-1,Campanulaceae,Boreoasia,D.Y.Hong & Chao Xu,Pl. Diversity 47(4): 589. 2025 [27 May 2025] ,Boreoasia,,,
wfo-1000088437,urn:lsid:ipni.org:names:77377239-1,Campanulaceae,Boreoasia rigescens,(Pall. ex Roem. & Schult.) D.Y.Hong & Chao Xu,Pl. Diversity 47(4): 589. 2025 [27 May 2025] ,Boreoasia,,Campanulaceae Campanula rigescens Pall. ex Roem. & Schult.,(Pall. ex Roem. & Schult.)
wfo-1000088438,urn:lsid:ipni.org:names:77377240-1,Campanulaceae,Adenophora asiatica,(Nakai) D.Y.Hong & Chao Xu,Pl. Diversity 47(4): 590. 2025 [27 May 2025] ,Adenophora,,Campanulaceae Symphyandra asiatica Nakai,(Nakai)
wfo-4100006452,urn:lsid:ipni.org:names:77377241-1,Rosaceae,× Karpominalis,B.Bock,Bull. Soc. Bot. Centre-Ouest 56: 88. 2026 [2025 publ. Jan 2026] ,Karpominalis,,,
wfo-1000088439,urn:lsid:ipni.org:names:77377243-1,Rosaceae,× Karpominalis torminaloides,(Rouy) B.Bock,Bull. Soc. Bot. Centre-Ouest 56: 88. 2026 [2025 publ. Jan 2026] ,Karpominalis,,Rosaceae Sorbus × torminaloides Rouy,(Rouy)
wfo-4100006453,urn:lsid:ipni.org:names:77377244-1,Rosaceae,× Malominalis,B.Bock,Bull. Soc. Bot. Centre-Ouest 56: 88. 2026 [2025 publ. Jan 2026] ,Malominalis,,,
wfo-1000088440,urn:lsid:ipni.org:names:77377245-1,Rosaceae,× Malominalis florentina,(Zuccagni) B.Bock,Bull. Soc. Bot. Centre-Ouest 56: 88. 2026 [2025 publ. Jan 2026] ,Malominalis,,Rosaceae Crataegus florentina Zuccagni,(Zuccagni)
