WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000077852,urn:lsid:ipni.org:names:77355058-1,Pongamia sirindhorniana,"(Mattapha, Thananth., Kaewmuan & Suddee) Z.Q.Song",Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,"Fabaceae Millettia sirindhorniana Mattapha, Thananth., Kaewmuan & Suddee","(Mattapha, Thananth., Kaewmuan & Suddee)"
wfo-1000077853,urn:lsid:ipni.org:names:77355059-1,Pongamia solomonensis,(Verdc.) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia solomonensis Verdc.,(Verdc.)
wfo-1000077854,urn:lsid:ipni.org:names:77355060-1,Pongamia splendidissima,(Blume ex Miq.) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia splendidissima Blume ex Miq.,(Blume ex Miq.)
wfo-1000077855,urn:lsid:ipni.org:names:77355061-1,Pongamia stipularis,(Prain) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia stipularis Prain,(Prain)
wfo-1000077856,urn:lsid:ipni.org:names:77355062-1,Pongamia stipulata,(Dunn) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia stipulata Dunn,(Dunn)
wfo-1000077857,urn:lsid:ipni.org:names:77355063-1,Pongamia suddeei,(Mattapha & Tetsana) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia suddeei Mattapha & Tetsana,(Mattapha & Tetsana)
wfo-1000077858,urn:lsid:ipni.org:names:77355064-1,Pongamia tecta,(Craib) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia macrostachya Collett & Hemsl. var. tecta Craib,(Craib)
wfo-1000077859,urn:lsid:ipni.org:names:77355065-1,Pongamia tenuipes,(Merr.) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia tenuipes Merr.,(Merr.)
wfo-1000078065,urn:lsid:ipni.org:names:77355066-1,Pongamia tetraptera,(Kurz) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia tetraptera Kurz,(Kurz)
wfo-1000077860,urn:lsid:ipni.org:names:77355067-1,Pongamia tomentosa,(Mattapha & Tetsana) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 16. 2024 [28 Nov 2024] [epublished],Leguminosae,,Fabaceae Millettia tomentosa Mattapha & Tetsana,(Mattapha & Tetsana)
wfo-1000077861,urn:lsid:ipni.org:names:77355068-1,Pongamia xylocarpa,(Miq.) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 16. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia xylocarpa Miq.,(Miq.)
wfo-1000077862,urn:lsid:ipni.org:names:77355069-1,Pongamia yunnanensis,(Pamp.) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 16. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia yunnanensis Pamp.,(Pamp.)
wfo-1000077863,urn:lsid:ipni.org:names:77355070-1,Imbralyx kerrii,(L.K.Phan) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 16. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia kerrii L.K.Phan,(L.K.Phan)
wfo-1000077864,urn:lsid:ipni.org:names:77355071-1,Imbralyx johorensis,(Whitmore) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 16. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Fordia johorensis Whitmore,(Whitmore)
wfo-1000077886,urn:lsid:ipni.org:names:77355093-1,Zygia nataliagomeziae,Vargas & J.S.Moreno,"Harvard Pap. Bot. 29(2): 341. 2024 [31 Dec 2024] , as 'nataliagomezae' [epublished]",Leguminosae,,,
wfo-1200110369,urn:lsid:ipni.org:names:77355285-1,Genista paniculata,"(Loisel.) Eichler, Urb. & Perring",Index Seminum [Berlin] 1882: 14. ,Fabaceae,isonym,Leguminosae Cytisus paniculatus Loisel.,(Loisel.)
wfo-1000077965,urn:lsid:ipni.org:names:77355608-1,Leobordea anthyllopsis,(B.-E.van Wyk) B.-E.van Wyk & Boatwr.,Phytotaxa 682(2): 197. 2025 [21 Jan 2025] [epublished],Leguminosae,,Fabaceae Lotononis anthyllopsis B.-E.van Wyk,(B.-E.van Wyk)
wfo-1000078010,urn:lsid:ipni.org:names:77355775-1,Arachis woodii,"J.Seijo, Atahuachi & Krapov.",Bonplandia 34(1): [2]. 2024 [30 Oct 2024] [epublished],Leguminosae,,,
wfo-1000078025,urn:lsid:ipni.org:names:77355933-1,Vigna sect. Kirkiae,Pasquet & A.N.Egan,Amer. J. Bot. 111(9)-e16381: 16. 2024 [6 Aug 2024] [epublished],Leguminosae,,,
