WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000079650,urn:lsid:ipni.org:names:77358929-1,Estrella mollis,(Kunze) Windham,Taxon 74(2): 278. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Notholaena mollis Kunze,(Kunze)
wfo-4100005086,urn:lsid:ipni.org:names:77358930-1,Namaquapteris,Windham & Pryer,Taxon 74(2): 278. 2025 [17 Feb 2025] [epublished],Pteridaceae,,,
wfo-1000079651,urn:lsid:ipni.org:names:77358936-1,Namaquapteris deltoidea,(Kunze) Windham & Schuettp.,Taxon 74(2): 278. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes deltoidea Kunze,(Kunze)
wfo-1000079652,urn:lsid:ipni.org:names:77358937-1,Namaquapteris robusta,(Kunze) Windham & Schuettp.,Taxon 74(2): 279. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Allosorus robustus Kunze,(Kunze)
wfo-1000079653,urn:lsid:ipni.org:names:77358938-1,Namaquapteris capensis,(Thunb.) Windham & Schuettp.,Taxon 74(2): 278. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Adiantum capense Thunb.,(Thunb.)
wfo-1000079654,urn:lsid:ipni.org:names:77358939-1,Namaquapteris kunzei,(Mett.) Windham & Schuettp.,Taxon 74(2): 279. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes kunzei Mett.,(Mett.)
wfo-1000079655,urn:lsid:ipni.org:names:77358940-1,Namaquapteris hastata,(L.f.) Windham & Schuettp.,Taxon 74(2): 279. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Adiantum hastatum L.f.,(L.f.)
wfo-1000079656,urn:lsid:ipni.org:names:77358941-1,Namaquapteris schimperi,(Kunze) Windham & Schuettp.,Taxon 74(2): 279. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes schimperi Kunze,(Kunze)
wfo-1200111861,urn:lsid:ipni.org:names:77358944-1,Namaquapteris deltoidea subsp. silicicola,(Klopper & A.E.van Wyk) Windham & Pryer,Taxon 74(2): 279. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes deltoidea Kunze subsp. silicicola Klopper & A.E.van Wyk,(Klopper & A.E.van Wyk)
wfo-1000079658,urn:lsid:ipni.org:names:77358945-1,Parahemionitis cordifolia,(Baker) Windham & Schuettp.,Taxon 74(2): 279. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Pteridaceae Pteris cordifolia Baker,(Baker)
wfo-1000079659,urn:lsid:ipni.org:names:77358946-1,Parahemionitis humbertii,(Tardieu) Windham & Schuettp.,Taxon 74(2): 279. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Doryopteris humbertii Tardieu,(Tardieu)
wfo-1000079669,urn:lsid:ipni.org:names:77358971-1,Pellaeopsis boivinii,(Hook.) Windham,Taxon 74(2): 279. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Pellaea boivinii Hook.,(Hook.)
wfo-1000079670,urn:lsid:ipni.org:names:77358972-1,Pellaeopsis lanceolata,(Bonap.) Windham,Taxon 74(2): 280. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Notholaena lanceolata Bonap.,(Bonap.)
